category,latin,rank,origin,authority,tsn,accepted_tsn,accepted_latin,duplicate,usage,unaccept_reason,comments,vernacularName,dateFirstObserved,extirpated,inaturalistobs,arctosGUID,notes_distribution,notes_taxonomic,notes_biology,kingdom,division,phylum,class,order,suborder,family,subfamily,genus
Arthropods,Dolerus yukonensis,Species,Native,,-618189,NA,,,invalid,"not reviewed, USFWS record",Collected for Kenai NWR Long Term Ecological Monitoring Program,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Dolerus
Arthropods,Empria ignota,Species,Native,"(Norton, 1867)",-619214,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Empria
Arthropods,Empria improba,Species,Native,,-618194,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Empria
Arthropods,Empria maculata,Species,Native,"(Norton, 1861)",-618571,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Empria
Arthropods,Eriocampa ovata,Species,Alien,"(Linnaeus, 1761)",-619209,NA,,,invalid,"not reviewed, USFWS record",,Alder woolly sawfly,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Eriocampa
Arthropods,Heterarthrus nemoratus,Species,Alien,,-620172,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,,Tenthredinidae,,Heterarthrus
Arthropods,Hoplocampa idaho,Species,Native,"Ross, 1943",-618566,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Hoplocampa
Arthropods,Monsoma pulveratum,Species,Alien,,-619211,NA,,,invalid,"not reviewed, USFWS record",,Green alder sawfly,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Monsoma
Arthropods,Pontania sp. bold:acl3478,Species,Native,,-620134,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,"Members of this BOLD BIN have been collected from Churchill, Manitoba, Canada.",,This sawfly makes galls on leaves of \itaxon{Salix!barclayi}.,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Pontania
Arthropods,Pristiphora cincta,Species,Native,,-620127,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Pristiphora
Arthropods,Pristiphora lativentris,Species,Native,"(Thomson, 1871)",-618567,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Pristiphora
Arthropods,Pristiphora mollis,Species,Native,"(Hartig, 1837)",-618568,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Pristiphora
Arthropods,Pristiphora staudingeri,Species,Native,"(Ruthe, 1859)",-618569,NA,,,invalid,"not reviewed, USFWS record",Collected on LTEMP.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Pristiphora
Arthropods,Profenusa thomsoni,Species,Alien,,-618217,NA,,,invalid,"not reviewed, USFWS record",,Amber-marked birch leaf miner,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Profenusa
Arthropods,Rhogogaster viridis,Species,Native,(Linnaeus),-618524,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Symphyta,Tenthredinidae,,Rhogogaster
Arthropods,Megastigmus atedius,Species,Native,"Walker, 1851",-618461,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Torymidae,,Megastigmus
Arthropods,Pseudotorymus sp. bold:acr9193,Species,Native,,-620071,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Torymidae,,Pseudotorymus
Arthropods,Torymus cecidomyiae,Species,Native,,-618197,NA,,,invalid,"not reviewed, USFWS record",Matthew Bowser collected this near the floatplane dock at Headquarters Lake.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Torymidae,,Torymus
Arthropods,Torymus longistigmus,Species,Native,"(Huber, 1927)",-618509,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Torymidae,,Torymus
Arthropods,Torymus sp. bold:ada9168,Species,Native,,-620060,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Torymidae,,Torymus
Arthropods,Ancistrocerus waldenii,Species,Native,,-620087,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Vespidae,,Ancistrocerus
Arthropods,Dolichovespula albida,Species,Native,"(Sladen, 1918)",-619969,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,KNWR:Ento:8145,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Vespidae,,Dolichovespula
Arthropods,Dolichovespula arctica,Species,Native,,-618369,NA,,,invalid,"not reviewed, USFWS record",Specimen in Dominique Collet's collection. Collected on Finger Lake Rd.,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Vespidae,,Dolichovespula
Arthropods,Vespula alascensis,Species,Native,"(Packard, 1870)",-619890,NA,,,invalid,"not reviewed, USFWS record",http://dx.doi.org/doi:10.7299/X7NS0V2B,Common yellowjacket,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Vespidae,,Vespula
Arthropods,Vespula infernalis,Species,Native,"(de Saussure, 1854)",-619291,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Hymenoptera,Apocrita,Vespidae,,Vespula
Arthropods,Coleophora canadensisella,Species,Native,,-620025,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Coleophoridae,Coleophorinae,Coleophora
Arthropods,Mompha sexstrigella,Species,Native,"Braun, 1921",-619301,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Coleophoridae,,Mompha
Arthropods,Mompha sp. bold:aay9167,Species,Native,,-620081,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Coleophoridae,,Mompha
Arthropods,Gesneria centuriella,Species,Native,"(Denis and Schiffermüller, 1775)",-620103,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Crambidae,,Gesneria
Arthropods,Udea washingtonalis,Species,Native,"Grote, 1881",-619264,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Crambidae,,Udea
Arthropods,Carpatolechia proximella,Species,Native,,-620091,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Gelechiidae,,Carpatolechia
Arthropods,Prolita sexpunctella,Species,Native,"(Fabricius, 1794)",-618477,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Gelechiidae,,Prolita
Arthropods,Aspitates orciferarius,Species,Native,(Walker),-619965,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,KNWR:Ento:10677;KNWR:Ento:10678,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Geometridae,,Aspitates
Arthropods,Ecliptopera silacaeta,Species,Native,,-618193,NA,,,invalid,"not reviewed, USFWS record",2004 Collet pilot study,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Geometridae,,Ecliptopera
Arthropods,Mesothea incertata,Species,Native,,189130,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Geometridae,,Mesothea
Arthropods,Caloptilia alnivorella,Species,Native,,-620162,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Gracillariidae,,Caloptilia
Arthropods,Caloptilia sp. bold:aad2622,Species,Native,,-620090,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Gracillariidae,,Caloptilia
Arthropods,Phyllocnistis populiella,Species,Native,"Chambers, 1875",-620163,NA,,,invalid,"not reviewed, USFWS record",,aspen leaf miner,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Gracillariidae,,Phyllocnistis
Arthropods,Plebejus glandon,Species,Native,"(Prunner, 1798)",-618143,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Lycaenidae,,Plebejus
Arthropods,Plebejus optilete,Species,Native,"(Knoch, 1781)",-620029,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Lycaenidae,,Plebejus
Arthropods,Orgyia antigua,Species,Native,,-618204,NA,,,invalid,"not reviewed, USFWS record","Picked up at LTEMP site 3278 on August 9, 2004",Rusty tussock moth,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Lymantriidae,,Orgyia
Arthropods,Acronicta menyanthidis,Species,Native,"(Esper, 1789)",-619937,NA,,,invalid,"not reviewed, USFWS record",,Light Knot Grass,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Noctuidae,Acronictinae,Acronicta
Arthropods,Androloma maccullochii ,Species,Native,,937746,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Noctuidae,,Androloma
Arthropods,Lacanobia nevadae,Species,Native,,-618222,NA,,,invalid,"not reviewed, USFWS record",2004 Collet pilot study,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Noctuidae,,Lacanobia
Arthropods,Spaelotis clandestina,Species,Native,,771426,NA,,,,,,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Noctuidae,,Spaelotis
Arthropods,Xylotype arcadia,Species,Native,"Barnes and Benjamin, 1922",188901,940694,Xylotype arcadia,,invalid,unjustified emendation,2004 Collet pilot study,Acadian sallow,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Noctuidae,Hadeninae,Xylotype
Arthropods,Amblyptilia pica,Species,Native,,-619540,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Pterophoridae,,Amblyptilia
Arthropods,Gillmeria pallidactyla,Species,Native,"(Haworth, 1811)",-619266,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Pterophoridae,,Gillmeria
Arthropods,Hellinsia brucei,Species,Native,"(Fernald, 1898)",-620032,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Pterophoridae,,Hellinsia
Arthropods,Albuna pyramidalis,Species,Native,"Walker, 1856",-619271,NA,,,invalid,"not reviewed, USFWS record",,Fireweed clearwing moth,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Sesiidae,,Albuna
Arthropods,Acleris arcticana,Species,Native,"(Guenee, 1845)",-620053,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Acleris
Arthropods,Ancylis tineana,Species,Native,"(Hübner, 1799)",-619316,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Ancylis
Arthropods,Argyrotaenia occultana,Species,Native,"Freeman, 1942",-619317,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Argyrotaenia
Arthropods,Clepsis moeschleriana,Species,Native,"(Wocke, 1862)",-618480,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Clepsis
Arthropods,Clepsis persicana,Species,Native,"(Fitch, 1856)",-619919,NA,,,invalid,"not reviewed, USFWS record",{http://dx.doi.org/doi:10.7299/X74F1QV8},White-triangle Tortrix Moth,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Clepsis
Arthropods,Clepsis virescana,Species,Native,"(Clemens, 1865)",-619269,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Clepsis
Arthropods,Cydia inopiosa,Species,Native,,-620137,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Cydia
Arthropods,Cydia piperana,Species,Native,,-618186,NA,,,invalid,"not reviewed, USFWS record",2004 Collet pilot study,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Cydia
Arthropods,Endothenia hebesana,Species,Native,"(Walker, 1863)",-620059,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Endothenia
Arthropods,Epinotia solandriana,Species,Native,"(Linnaeus, 1758)",-619344,NA,,,invalid,"not reviewed, USFWS record",,Birch-aspen leafroller moth,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Epinotia
Arthropods,Epinotia trigonella,Species,Native,"Linnaeus, 1758",-620100,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Epinotia
Arthropods,Eulia ministrana,Species,Native,,-618219,NA,,,invalid,"not reviewed, USFWS record",2004 Collet pilot study,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Eulia
Arthropods,Hystrichophora asphodelana,Species,Native,,-618212,NA,,,invalid,"not reviewed, USFWS record",Collected for Kenai NWR Long Term Ecological Monitoring Program,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Hystrichophora
Arthropods,Metendothenia atropunctana,Species,Native,"(Zetterstedt, 1840)",-619346,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Tortricidae,,Metendothenia
Arthropods,Argyresthia sp. bold:aah4269,Species,Native,,-620144,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Yponomeutidae,,Argyresthia
Arthropods,Argyresthia sp. bold:aah4708,Species,Native,,-620145,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Yponomeutidae,,Argyresthia
Arthropods,Rhigognostis interrupta,Species,Native,"(Walsingham, 1881)",-619273,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Yponomeutidae,,Rhigognostis
Arthropods,Swammerdamia caesiella,Species,Native,"Stainton, 1870",-618472,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Lepidoptera,,Yponomeutidae,,Swammerdamia
Arthropods,Helicoconis sp.,Species,Native,,-620105,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,Specimens have been loaned to James E.\ Johnson (University of Idaho) for identification.,,Animalia,,Arthropoda,Insecta,Neuroptera,Hemerobiiformia,Coniopterygidae,Aleuropteryginae,Helicoconis
Arthropods,Hemerobius sp. BOLD:ABZ6742,Species,Native,,-700004,NA,,,,,,,,NA,NA,,There are now specimens in this BOLD BIN from British Columbia and Alaska.,The Kenai sequence is 99.42\% similar to a specimen identified as \itaxon{Hemerobius ovalis}.  The Kenai specimen and members of BIN BOLD:ABZ6742 may be conspecific with \itaxon{Hemerobius ovalis}.,,Animalia,,Arthropoda,Insecta,Neuroptera,,Hemerobiidae,,Hemerobius
Arthropods,Micromus postichus,Species,Native,,-618107,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Neuroptera,Hemerobiiformia,Hemerobiidae,Microminae,Micromus
Arthropods,Ornithobius waterstoni,Species,Native,"Timmermann, 1962",-619259,NA,,,invalid,"not reviewed, USFWS record",on trumpeter swan,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Psocodoea,Ischnocera,Philopteridae,,Ornithobius
Arthropods,Badonnelia titei,Species,Alien,"Pearman, 1953",-618522,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Psocodoea,Troctomorpha,Sphaeropsocidae,,Badonnelia
Arthropods,Trichodectes canis,Species,Alien,(De Geer),-618368,NA,,,invalid,"not reviewed, USFWS record","Reported on Kenai NWR by Schwartz, C. C.; Stephenson, R. & Wilson, N. Trichodectes canis on the gray wolf and coyote on Kenai Peninsula, Alaska Journal of Wildlife Diseases, 1983, 19, 372-373.",Dog louse,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Psocodoea,Ischnocera,Trichodectidae,,Trichodectes
Arthropods,Ceratophyllus niger,Species,Native,"C. Fox, 1908",-618396,NA,,,invalid,"not reviewed, USFWS record",Records from Skilak Lake gull colonies from Holland (1985) and KNWR collection.,Black hen flea,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Ceratophyllidae,,Ceratophyllus
Arthropods,Megabothris calcarifer,Species,Native,"(Wagner, 1913)",-620045,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Ceratophyllidae,,Megabothris
Arthropods,Orchopeas caedens,Species,Native,"(Jordan, 1925)",-620046,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Ceratophyllidae,,Orchopeas
Arthropods,Thrassis spenceri,Species,Native,"Wagner, 1936",-620048,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Ceratophyllidae,,Thrassis
Arthropods,Catallagia charlottensis,Species,Native,"(Baker, 1898)",-620041,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Hystrichopsyllidae,,Catallagia
Arthropods,Amphipsylla pollionis,Species,Native,Rothschild 1905,-618490,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Leptopsyllidae,,Amphipsylla
Arthropods,Peromyscopsylla ostsibirica,Species,Native,"(Jordan, 1939)",-620043,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Leptopsyllidae,,Peromyscopsylla
Arthropods,Euhoplopsyllus glacialis,Species,Native,"(Taschenberg, 1880)",-620039,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Pulicidae,,Euhoplopsyllus
Arthropods,Chaetopsylla tuberculaticeps,Species,Native,"(Bezzi, 1890)",-619285,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,Arthropoda,Insecta,Siphonaptera,,Vermipsyllidae,,Chaetopsylla
Arthropods,Icaricia saepiolus,Species,Native,"Edwards, 1863",-620028,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Animalia,,,,,,,,Icaricia
Birds,Chroicocephalus philadelphia,Species,Native,"(Ord, 1815)",176839,824040,Chroicocephalus philadelphia,,invalid,subsequent name/combination,,Bonaparte's gull,,NA,NA,,,,,Animalia,,Chordata,Aves,Charadriiformes,,Laridae,,Chroicocephalus
Birds,Hydroprogne caspia,Species,Native,"Pallas, 1770",176924,176935,Hydroprogne caspia,,invalid,original name/combination,Sited East end of Tustemena Lake 7/13/05 (2 pair) 7/14/05 (3),Caspian tern,,NA,NA,,,,,Animalia,,Chordata,Aves,Charadriiformes,,Laridae,,Hydroprogne
Birds,Onychoprion aleuticus,Species,Native,"S. F. Baird, 1869",176893,824103,Onychoprion aleuticus,,invalid,original name/combination,Headquarters Lake July '06,Aleutian tern,,NA,NA,,,,,Animalia,,Chordata,Aves,Charadriiformes,,Laridae,,Onychoprion
Birds,Tringa incana,Species,Native,"(Gmelin, 1789)",176635,176630,Tringa incana,,invalid,subsequent name/combination,,Wandering tattler,,NA,NA,,,,,Animalia,,Chordata,Aves,Charadriiformes,,Scolopacidae,,Tringa
Birds,Spizelloides arborea,Species,Native,"(A. Wilson, 1810)",179432,997961,Spizelloides arborea,,invalid,subsequent name/combination,,American tree sparrow,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Emberizidae,,Spizella
Birds,Acanthis flammea,Species,Native,"(Linnaeus, 1758)",179230,179241,Acanthis flammea,,invalid,subsequent name/combination,,Common redpoll,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Fringillidae,Carduelinae,Carduelis
Birds,Spinus pinus,Species,Native,"(A. Wilson, 1810)",179233,179246,Spinus pinus,,invalid,subsequent name/combination,seen on refuge,Pine siskin,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Fringillidae,Carduelinae,Carduelis
Birds,Setophaga coronata,Species,Native,"(Linnaeus, 1766)",178891,950046,Setophaga coronata,,invalid,subsequent name/combination,,Yellow-rumped warbler,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Parulidae,,Dendroica
Birds,Setophaga petechia,Species,Native,"(Linnaeus, 1766)",178878,950039,Setophaga petechia,,invalid,subsequent name/combination,,Yellow warbler,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Parulidae,,Dendroica
Birds,Setophaga striata,Species,Native,"(J. R. Forster, 1772)",178913,950041,Setophaga striata,,invalid,subsequent name/combination,,Blackpoll warbler,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Parulidae,,Dendroica
Birds,Setophaga townsendi,Species,Native,"(J. K. Townsend, 1837)",178897,950058,Setophaga townsendi,,invalid,subsequent name/combination,,Townsend's warbler,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Parulidae,,Dendroica
Birds,Parkesia noveboracensis,Species,Native,"(J. F. Gmelin, 1789)",178931,950010,Parkesia noveboracensis,,invalid,subsequent name/combination,,Northern waterthrush,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Parulidae,,Seiurus
Birds,Leiothlypis celata,Species,Native,"(Say, 1822)",178856,950015,Leiothlypis celata,,invalid,subsequent name/combination,,Orange-crowned warbler,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Parulidae,,Vermivora
Birds,Cardellina pusilla,Species,Native,"(A. Wilson, 1811)",178973,950080,Cardellina pusilla,,invalid,subsequent name/combination,,Wilson's warbler,,NA,NA,,,,,Animalia,,Chordata,Aves,Passeriformes,,Parulidae,,Wilsonia
Chromista,Amphitrema wrightianum,Species,Native,,-619983,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Chromista,,Cercozoa,Thecofilosea,Tectofilosida,,Amphitremidae,,Amphitrema
Chromista,Aulacoseira subarctica,Species,Native,,591206,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Aulacoseirales,,Aulacoseiraceae,,Aulacoseira
Chromista,Cymbopleura inaequalis,Species,Native,,-700008,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Cymbellales,,Cymbellaceae,,Cymbopleura
Chromista,Eunotia glacialis,Species,Native,,3353,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Eunotiales,,Eunotiaceae,,Eunotia
Chromista,Pseudostaurosira robusta,Species,Native,,-700007,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Fragilariales,,Fragilariaceae,,Pseudostaurosira
Chromista,Staurosira construens,Species,Native,,590965,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Fragilariales,,Fragilariaceae,,Staurosira
Chromista,Neidium hitchcockii,Species,Native,,3294,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Naviculales,,Neidiaceae,,Neidium
Chromista,Neidium iridis,Species,Native,,3295,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Naviculales,,Neidiaceae,,Neidium
Chromista,Epithemia adnata,Species,Native,,591291,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Rhopalodiales,,Rhopalodiaceae,,Epithemia
Chromista,Epithemia turgida,Species,Native,,5020,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Rhopalodiales,,Rhopalodiaceae,,Epithemia
Chromista,Surirella grunowii,Species,Native,,-700009,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Surirellales,,Surirellaceae,,Surirella
Chromista,Stephanodiscus niagarae,Species,Native,,2432,NA,,,,,,,,NA,NA,,,,,Chromista,,Heterokonta,Bacillariophyceae,Thalassiosirales,,Stephanodiscaceae,,Stephanodiscus
Chromista,Archerella flavum,Species,Native,,-619977,NA,,,invalid,"not reviewed, USFWS record",,,,NA,NA,,,,,Chromista,,Heterokonta,Labyrinthulomycetes,Labyrinthulomycetes,,Amphitraemidae,,Archerella
Fish,Lethenteron camtschaticum,Species,Native,,622287,NA,,,accepted,,,Arctic lamprey,,NA,NA,,,,,Animalia,Chordata,,Cephalaspidomorphi,Petromyzontiformes,,Petromyzontidae,,Lethenteron
Fish,Entosphenus tridentatus,Species,Native,"(Richardson, 1836)",159713,159699,Entosphenus tridentatus,,invalid,subsequent name/combination,,Pacific lamprey,,NA,NA,,,,,Animalia,,Chordata,Cephalaspidomorphi,Petromyzontiformes,,Petromyzontidae,,Entosphenus
Fish,Lampetra camtschatica,Species,Native,,-617902,NA,,,invalid,"not reviewed, USFWS record",,Arctic lamprey,,NA,NA,,,,,Animalia,,Chordata,Cephalaspidomorphi,Petromyzontiformes,,Petromyzontidae,,Lampetra
Fungi,Diplodia tumefaciens,Species,Native,(Shear) Zalasky,-620049,NA,,,not accepted,"not reviewed, USFWS record",,Branch gall canker of poplar,,NA,NA,,,,,Fungi,Ascomycota,,Dothideomycetes,Botryosphaeriales,,Botryosphaeriaceae,,Diplodia
